CLIENTNUM,Email,FirstName,LastName,Phone Number,Zip Code,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
716093133,jessicay@intel.com,Jessica,Young,702-336-8049,40003,Existing Customer,38,F,2,Uneducated,Single,$40K - $60K,Blue,31,5,2,2,12228.0,2137.0,10091.0,0.553,3831,68,0.511,0.175
771092433,elizabeth.rivera@oracle.com,Elizabeth,Rivera,503-321-5773,30003,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,42,4,3,3,1724.0,0.0,1724.0,0.936,4434,67,0.811,0.0
712807758,lindadavis@aol.com,Linda,Davis,213-285-2497,50005,Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue,39,3,3,3,1438.3,0.0,1438.3,0.502,2476,32,0.778,0.0
721514883,gthompson@gmail.com,Gregory,Thompson,800-902-2111,95002,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,25,5,0,1,16665.0,1147.0,15518.0,0.799,4657,78,0.696,0.069
824140908,jthompson@intel.com,Jason,Thompson,404-828-8926,20004,Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue,48,5,3,4,20974.0,0.0,20974.0,0.0,1246,27,0.0,0.0
712971708,bettya@intel.com,Betty,Adams,900-306-6591,10001,Existing Customer,43,F,5,Unknown,Single,Less than $40K,Blue,26,6,0,3,3139.0,1089.0,2050.0,1.034,4648,80,0.778,0.347
716471508,pwhite@intel.com,Patrick,White,713-918-1804,80005,Existing Customer,54,M,2,Unknown,Single,$120K +,Blue,36,5,1,2,19865.0,0.0,19865.0,0.59,4350,83,0.766,0.0
782548758,lisaramirez@oracle.com,Lisa,Ramirez,415-529-1229,90001,Existing Customer,42,F,5,High School,Divorced,Less than $40K,Blue,36,5,2,3,2069.0,1288.0,781.0,0.81,5668,82,0.64,0.623
720444408,deborahj@ibm.com,Deborah,Jackson,888-632-7234,50003,Attrited Customer,35,F,1,College,Single,Less than $40K,Blue,25,2,2,4,2231.0,1791.0,440.0,0.82,2576,42,0.75,0.803
717389433,michellet@apple.com,Michelle,Taylor,212-320-3575,40003,Existing Customer,62,F,0,High School,Single,Unknown,Silver,51,3,1,4,33371.0,0.0,33371.0,0.649,3638,67,0.634,0.0
714292533,donnaperez@apple.com,Donna,Perez,213-374-1058,40005,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,4,1,2,2544.0,0.0,2544.0,0.759,3593,64,1.0,0.0
709585758,brandon.brown@apple.com,Brandon,Brown,404-304-2336,30005,Existing Customer,41,M,4,High School,Single,$120K +,Blue,28,5,1,4,34516.0,0.0,34516.0,0.791,4004,86,0.755,0.0
712096758,chernandez@amazon.com,Carol,Hernandez,702-876-9637,40001,Existing Customer,49,F,2,Graduate,Unknown,$40K - $60K,Blue,36,6,3,1,5370.0,653.0,4717.0,0.782,4504,81,0.929,0.122
811463283,mlewis@oracle.com,Michael,Lewis,212-942-5638,20004,Existing Customer,54,M,0,Graduate,Single,$80K - $120K,Blue,42,3,1,1,22437.0,1389.0,21048.0,0.917,3283,50,1.273,0.062
789358908,deborahramirez@amazon.com,Deborah,Ramirez,503-729-6372,60005,Attrited Customer,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573.0,0.0,3573.0,0.842,2562,36,0.44,0.0
718146258,larryjohnson@intel.com,Larry,Johnson,415-791-4808,10004,Existing Customer,51,M,2,Graduate,Divorced,$60K - $80K,Blue,41,4,3,1,1959.0,0.0,1959.0,0.454,3737,71,0.614,0.0
710779083,michellelopez@oracle.com,Michelle,Lopez,800-484-8436,40005,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,48,3,3,4,1661.0,0.0,1661.0,0.672,4338,77,0.925,0.0
709166883,nancygreen@hotmail.com,Nancy,Green,415-840-2942,10005,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,27,6,2,1,5363.0,0.0,5363.0,0.67,4121,78,0.625,0.0
712554183,crobinson@hotmail.com,Carol,Robinson,713-687-2567,30001,Existing Customer,65,F,2,College,Single,$40K - $60K,Blue,54,4,3,2,3009.0,721.0,2288.0,0.68,4070,71,0.614,0.24
721315233,jackh@gmail.com,Jack,Hernandez,702-296-3772,90001,Existing Customer,47,M,4,High School,Single,$40K - $60K,Silver,32,3,3,4,18535.0,1192.0,17343.0,0.646,3780,70,0.667,0.064
714766383,michaelc@oracle.com,Michael,Carter,503-947-2344,20001,Existing Customer,42,M,3,High School,Single,Less than $40K,Blue,24,4,3,2,2171.0,1415.0,756.0,0.773,4992,77,0.833,0.652
797491683,jjones@aol.com,Jonathan,Jones,800-667-8507,60002,Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,Silver,39,2,2,3,34516.0,1964.0,32552.0,0.624,2234,49,0.361,0.057
714157908,lisas@ibm.com,Lisa,Smith,212-368-2665,30004,Existing Customer,57,F,0,Unknown,Married,Less than $40K,Blue,42,5,1,4,2376.0,1515.0,861.0,0.72,3795,71,0.614,0.638
714588408,krodriguez@ymail.com,Karen,Rodriguez,713-761-3779,20005,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,2,2882.0,0.0,2882.0,0.722,4446,68,0.744,0.0
719627133,karens@microsoft.com,Karen,Sanchez,213-966-6888,20005,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,3277.0,2481.0,796.0,0.606,3965,59,0.844,0.757
714125883,michael.smith@ibm.com,Michael,Smith,800-794-3640,50001,Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2,1,2514.0,1845.0,669.0,0.683,3696,71,0.614,0.734
712865583,dhall@apple.com,Donna,Hall,702-734-7903,90002,Existing Customer,57,F,5,Graduate,Married,$40K - $60K,Blue,49,4,2,2,3301.0,2517.0,784.0,0.842,3939,69,1.226,0.762
779363283,rhall@cisco.com,Robert,Hall,404-964-7076,90004,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,34,4,3,2,12391.0,784.0,11607.0,0.875,4376,86,0.72,0.063
779224758,donnac@amazon.com,Donna,Campbell,617-710-9305,95003,Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,37,4,3,2,2168.0,1485.0,683.0,0.546,3828,86,0.72,0.685
718775808,erodriguez@cisco.com,Elizabeth,Rodriguez,312-940-3871,90005,Existing Customer,42,F,3,Unknown,Married,Unknown,Blue,31,3,1,4,7762.0,1319.0,6443.0,0.793,5153,77,0.75,0.17
710267583,jennifer.hill@apple.com,Jennifer,Hill,213-411-5214,70002,Existing Customer,45,F,3,Doctorate,Divorced,Unknown,Blue,33,6,3,2,12587.0,815.0,11772.0,0.576,3914,83,0.766,0.065
711305208,samueladams@hotmail.com,Samuel,Adams,713-228-4603,70003,Existing Customer,52,M,2,Unknown,Married,$60K - $80K,Blue,36,6,3,4,14785.0,1088.0,13697.0,0.961,4354,70,0.489,0.074
717531483,nicholas.miller@cisco.com,Nicholas,Miller,312-951-6572,70002,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,21,5,2,2,3433.0,964.0,2469.0,0.526,4444,87,0.642,0.281
709170108,deborah.anderson@cisco.com,Deborah,Anderson,617-603-5288,30002,Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425.0,0.0,2425.0,0.187,1522,36,0.2,0.0
716056158,andrew.williams@apple.com,Andrew,Williams,800-610-3968,95005,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619.0,0.0,11619.0,0.631,2395,49,0.361,0.0
711326583,jgonzalez@amazon.com,Jennifer,Gonzalez,503-282-2987,90003,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,50,3,3,3,3989.0,0.0,3989.0,0.997,4274,68,0.545,0.0
715406658,ruthc@amazon.com,Ruth,Clark,503-711-2643,40005,Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue,37,4,2,1,2173.0,596.0,1577.0,0.81,2738,45,0.406,0.274
712814658,ruth.lopez@ibm.com,Ruth,Lopez,702-519-5538,10003,Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,43,4,1,2,2393.0,1499.0,894.0,0.784,4755,82,0.745,0.626
773228133,donna.martin@microsoft.com,Donna,Martin,617-340-3452,10004,Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,1677.0,0.0,1677.0,0.869,2437,41,0.708,0.0
710453283,bettygreen@gmail.com,Betty,Green,713-367-7520,60002,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,27,5,4,2,2035.0,0.0,2035.0,0.779,4107,82,0.783,0.0
795266208,jthompson@hotmail.com,Jason,Thompson,213-422-3156,80005,Existing Customer,39,M,3,College,Single,$120K +,Blue,30,4,2,1,8842.0,0.0,8842.0,0.624,4493,79,0.756,0.0
779090883,jsmith@intel.com,Jessica,Smith,415-581-7180,90005,Existing Customer,42,F,2,Unknown,Unknown,Less than $40K,Blue,23,6,3,1,2483.0,1297.0,1186.0,0.744,3478,64,0.939,0.522
712309758,ryan.hernandez@microsoft.com,Ryan,Hernandez,713-461-6142,90001,Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue,49,3,2,3,13921.0,1201.0,12720.0,0.556,4351,75,0.923,0.086
716625033,lscott@hotmail.com,Lisa,Scott,404-912-2862,30004,Attrited Customer,32,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,6,2761.0,0.0,2761.0,1.047,2753,43,0.654,0.0
790112133,sandram@intel.com,Sandra,Martinez,900-974-1780,90004,Existing Customer,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,2,2623.0,1647.0,976.0,0.735,4388,83,0.804,0.628
797238108,lauraw@gmail.com,Laura,Walker,212-988-3817,95005,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,43,5,1,2,3232.0,824.0,2408.0,0.796,3915,74,0.644,0.255
716782758,agarcia@oracle.com,Anthony,Garcia,617-444-4757,70003,Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,42,3,2,4,19075.0,0.0,19075.0,0.807,2013,32,0.455,0.0
715588008,bgarcia@aol.com,Benjamin,Garcia,617-902-6450,20003,Existing Customer,45,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978.0,1659.0,30319.0,0.556,2333,51,1.217,0.052
713977308,storres@amazon.com,Steven,Torres,212-328-1508,30003,Existing Customer,62,M,1,Graduate,Single,$120K +,Blue,53,4,3,4,34516.0,2061.0,32455.0,0.564,3820,76,0.767,0.06
719059083,lrobinson@amazon.com,Laura,Robinson,900-935-8318,90001,Existing Customer,45,F,3,High School,Unknown,Less than $40K,Blue,33,5,1,1,6225.0,1596.0,4629.0,0.826,4129,71,0.651,0.256
708797583,emilya@ibm.com,Emily,Anderson,213-836-3605,20005,Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672.0,0.0,2672.0,1.038,2576,39,0.5,0.0
708809283,karentaylor@amazon.com,Karen,Taylor,713-470-4653,90002,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360.0,2517.0,7843.0,0.632,2414,28,0.273,0.243
771529608,kevin.white@hotmail.com,Kevin,White,702-779-6921,70001,Existing Customer,50,M,2,High School,Married,$120K +,Blue,38,5,6,0,10747.0,1027.0,9720.0,0.925,4538,63,0.658,0.096
715776033,brandon.rivera@amazon.com,Brandon,Rivera,800-759-7645,40004,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135.0,0.0,3135.0,0.572,4116,68,0.7,0.0
778619358,nancyr@ymail.com,Nancy,Rodriguez,212-957-8260,20003,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,22,4,1,4,1438.3,860.0,578.3,0.761,4754,79,0.837,0.598
715717608,deborah.perez@gmail.com,Deborah,Perez,503-490-9246,20002,Existing Customer,41,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4,3,1,3189.0,0.0,3189.0,0.91,4813,86,0.755,0.0
789204933,jallen@amazon.com,Joseph,Allen,888-999-2541,30005,Existing Customer,65,M,1,Uneducated,Single,Less than $40K,Blue,55,3,2,4,8963.0,0.0,8963.0,0.744,4511,76,0.689,0.0
711100608,jerry.mitchell@oracle.com,Jerry,Mitchell,888-866-5060,20004,Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723.0,0.0,1723.0,1.038,2574,43,0.72,0.0
713591283,jessicasmith@gmail.com,Jessica,Smith,702-225-6578,95002,Existing Customer,36,F,3,Uneducated,Married,Unknown,Blue,23,6,6,1,2161.0,1404.0,757.0,0.68,4389,77,0.878,0.65
719344608,emilywalker@google.com,Emily,Walker,702-379-8722,50002,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901.0,1001.0,2900.0,0.822,4313,72,1.323,0.257
787659483,dorothyhernandez@microsoft.com,Dorothy,Hernandez,415-227-4509,80005,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,48,4,2,2,1438.3,801.0,637.3,0.595,4223,60,0.579,0.557
822948708,sandra.allen@ymail.com,Sandra,Allen,888-349-8513,40003,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131.0,849.0,2282.0,0.992,3108,62,0.59,0.271
710080383,linda.martinez@hotmail.com,Linda,Martinez,312-554-6329,60003,Existing Customer,38,F,2,Graduate,Single,$40K - $60K,Blue,36,6,2,3,2331.0,1709.0,622.0,0.851,4417,69,0.816,0.733
715596783,emilygonzalez@aol.com,Emily,Gonzalez,702-696-5500,95002,Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895.0,1146.0,749.0,0.685,4333,72,0.714,0.605
798773208,karen.hill@gmail.com,Karen,Hill,312-314-6083,50003,Existing Customer,46,F,4,Unknown,Divorced,Unknown,Blue,40,5,2,3,26496.0,1406.0,25090.0,0.96,3691,75,0.705,0.053
768624258,barbararobinson@intel.com,Barbara,Robinson,900-204-3452,60001,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583.0,234.0,1349.0,0.639,2541,36,0.385,0.148
721412208,emilyjackson@google.com,Emily,Jackson,213-749-1070,70003,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,1438.3,904.0,534.3,0.761,3887,79,0.837,0.629
708129933,susan.ramirez@google.com,Susan,Ramirez,415-336-1029,40003,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072.0,1544.0,528.0,0.903,4210,64,0.939,0.745
719703483,lindagonzalez@oracle.com,Linda,Gonzalez,503-905-7646,70004,Existing Customer,47,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,3,3,2707.0,1367.0,1340.0,0.794,4646,73,0.78,0.505
708290208,sharonw@amazon.com,Sharon,Williams,212-890-7460,20003,Existing Customer,43,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608.0,1190.0,12418.0,0.553,3118,76,0.767,0.087
710431158,carol.wright@oracle.com,Carol,Wright,800-389-4225,40001,Existing Customer,52,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273.0,1657.0,8616.0,0.71,3778,70,0.591,0.161
816528333,patricias@hotmail.com,Patricia,Smith,312-771-3951,40003,Existing Customer,64,F,0,High School,Single,Less than $40K,Blue,56,6,6,1,2609.0,1115.0,1494.0,0.753,4546,59,0.903,0.427
778760808,karen.scott@cisco.com,Karen,Scott,713-443-4931,20005,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,39,4,1,3,8431.0,1862.0,6569.0,0.59,2008,37,0.682,0.221
718025808,jonathanh@aol.com,Jonathan,Hill,212-261-6861,60003,Existing Customer,61,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852.0,1935.0,3917.0,0.829,3689,55,0.618,0.331
815860008,ethomas@ymail.com,Emily,Thomas,503-550-1041,10005,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140.0,2183.0,957.0,0.58,5109,78,0.733,0.695
780126033,jason.martinez@aol.com,Jason,Martinez,900-831-2950,30002,Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,Blue,35,6,1,5,12914.0,1227.0,11687.0,0.392,2082,54,0.459,0.095
720135333,crodriguez@ymail.com,Carol,Rodriguez,212-593-9789,40003,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,34,5,1,0,8694.0,961.0,7733.0,0.551,1753,49,0.441,0.111
719174433,laura.roberts@intel.com,Laura,Roberts,503-787-9014,30002,Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735.0,0.0,1735.0,0.74,2467,35,0.346,0.0
821521983,caroll@microsoft.com,Carol,Lopez,617-756-8624,80003,Existing Customer,51,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286.0,1641.0,645.0,0.947,4321,89,0.712,0.718
716961933,nancy.torres@apple.com,Nancy,Torres,312-575-1725,30001,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,3589.0,1808.0,1781.0,0.75,4262,70,0.667,0.504
712834533,kmartin@ibm.com,Karen,Martin,713-537-5504,95001,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,39,5,2,4,2673.0,1275.0,1398.0,0.691,4119,75,1.027,0.477
710544033,thomasperez@google.com,Thomas,Perez,800-991-8157,20003,Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,3,9437.0,2024.0,7413.0,0.664,4715,78,0.696,0.214
710622333,pallen@hotmail.com,Patricia,Allen,312-395-7113,50001,Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,28,3,2,2,2751.0,2258.0,493.0,0.634,4386,67,0.675,0.821
714277758,larryn@google.com,Larry,Nguyen,617-565-3467,60005,Existing Customer,40,M,1,High School,Single,$40K - $60K,Blue,28,6,2,1,11557.0,1050.0,10507.0,0.754,4064,75,0.786,0.091
713166333,kimberlyj@amazon.com,Kimberly,Jones,617-561-4720,20003,Existing Customer,38,F,2,High School,Married,Unknown,Blue,27,5,2,1,14831.0,1302.0,13529.0,0.916,4467,73,0.698,0.088
714346608,jlee@oracle.com,Jennifer,Lee,800-233-5121,95004,Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495.0,0.0,1495.0,0.528,2220,50,0.562,0.0
778284783,garyp@intel.com,Gary,Perez,212-534-8143,70003,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Blue,34,5,3,2,2791.0,1979.0,812.0,0.807,4617,70,0.628,0.709
714721608,mark.hall@aol.com,Mark,Hall,415-477-4612,50003,Existing Customer,38,M,3,Graduate,Single,$120K +,Blue,29,4,3,0,9703.0,941.0,8762.0,0.721,4190,81,1.025,0.097
716453883,fbrown@google.com,Frank,Brown,415-808-5003,90002,Existing Customer,47,M,5,Unknown,Single,$120K +,Blue,39,6,3,1,3889.0,1839.0,2050.0,0.911,4423,63,0.703,0.473
713876958,snelson@oracle.com,Sarah,Nelson,888-605-7574,40004,Existing Customer,32,F,0,Unknown,Single,Unknown,Blue,26,6,2,4,14140.0,845.0,13295.0,0.715,5036,76,0.689,0.06
794967408,nmoore@oracle.com,Nicholas,Moore,702-902-3913,30004,Existing Customer,53,M,3,Post-Graduate,Married,$80K - $120K,Blue,47,5,2,1,9106.0,975.0,8131.0,0.588,3863,74,0.644,0.107
798481383,donnam@apple.com,Donna,Mitchell,888-311-2119,20003,Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694.0,0.0,2694.0,0.872,2684,38,0.31,0.0
718697583,christopher.williams@apple.com,Christopher,Williams,900-882-5748,30002,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,2,19629.0,0.0,19629.0,0.766,4073,79,0.881,0.0
711799458,jasondavis@aol.com,Jason,Davis,900-390-9135,50004,Existing Customer,41,M,4,Graduate,Single,$40K - $60K,Blue,36,3,1,1,6507.0,1452.0,5055.0,0.802,4544,89,0.854,0.223
823904133,ruth.jones@intel.com,Ruth,Jones,415-459-8355,20005,Attrited Customer,53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195.0,0.0,10195.0,0.629,2489,54,0.385,0.0
718005108,nancy.walker@gmail.com,Nancy,Walker,713-725-1652,70002,Existing Customer,44,F,5,College,Married,Less than $40K,Blue,34,4,1,2,2096.0,1711.0,385.0,0.746,3692,68,0.744,0.816
717877533,michellem@ibm.com,Michelle,Mitchell,415-416-3764,80002,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314.0,0.0,11314.0,0.674,3761,70,0.628,0.0
711883833,kgreen@amazon.com,Kimberly,Green,702-940-5077,70001,Existing Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837.0,665.0,1172.0,0.844,4752,88,0.66,0.362
711646908,crivera@apple.com,Christopher,Rivera,713-616-3991,20001,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821.0,2517.0,5304.0,0.408,2010,43,0.344,0.322
718171308,nclark@oracle.com,Nancy,Clark,312-362-4110,80005,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984.0,0.0,1984.0,0.89,2506,46,0.643,0.0
709627983,linda.rivera@oracle.com,Linda,Rivera,212-987-9908,30005,Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535.0,1699.0,836.0,0.72,4497,68,0.789,0.67
716580933,gary.lee@apple.com,Gary,Lee,212-306-1365,70004,Existing Customer,63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,1970.0,1224.0,746.0,0.54,4533,65,0.625,0.621
713600958,acampbell@intel.com,Anthony,Campbell,312-252-9508,80002,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,38,4,5,3,34516.0,2076.0,32440.0,0.812,3647,65,0.667,0.06
772248408,karenthompson@aol.com,Karen,Thompson,702-264-7922,40005,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694.0,1833.0,861.0,1.044,3366,56,1.074,0.68
720196158,joshua.scott@apple.com,Joshua,Scott,702-378-5630,50004,Existing Customer,48,M,3,Unknown,Single,$60K - $80K,Blue,40,6,3,3,4476.0,0.0,4476.0,0.683,3350,67,0.634,0.0
770024733,emilymartin@amazon.com,Emily,Martin,404-337-3847,30001,Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699.0,0.0,1699.0,0.602,2520,49,0.531,0.0
710912733,deborah.perez@microsoft.com,Deborah,Perez,713-284-5425,30002,Existing Customer,44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953.0,1762.0,191.0,0.743,4590,91,0.655,0.902
712860858,donnas@amazon.com,Donna,Smith,900-432-5892,40003,Existing Customer,56,F,2,Graduate,Unknown,Unknown,Blue,45,5,1,3,5264.0,0.0,5264.0,0.852,4943,70,0.795,0.0
708702258,patricia.carter@intel.com,Patricia,Carter,888-434-2282,30001,Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0,478.0,3220.0,0.611,2051,31,0.632,0.129
797169633,charlesthomas@intel.com,Charles,Thomas,617-890-6714,20002,Existing Customer,41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516.0,825.0,33691.0,0.982,3127,51,0.962,0.024
709922508,nrobinson@microsoft.com,Nancy,Robinson,213-963-4727,50005,Existing Customer,40,F,4,Unknown,Married,Less than $40K,Blue,28,4,1,1,2712.0,0.0,2712.0,0.835,5207,79,0.927,0.0
712802733,kgonzalez@ibm.com,Karen,Gonzalez,213-677-5909,20004,Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486.0,685.0,4801.0,0.879,2965,70,0.556,0.125
716981358,sandrasmith@aol.com,Sandra,Smith,312-940-6748,30001,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107.0,941.0,1166.0,0.975,4858,73,0.738,0.447
758787333,paull@microsoft.com,Paul,Lopez,404-526-1175,80001,Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,45,4,1,2,18096.0,2404.0,15692.0,0.734,3880,68,0.478,0.133
720519333,helenc@intel.com,Helen,Carter,212-279-6338,50002,Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721.0,1885.0,836.0,0.853,2594,48,0.455,0.693
717387933,donnac@microsoft.com,Donna,Clark,702-852-3946,10003,Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976.0,2257.0,719.0,0.75,3837,57,0.781,0.758
738195708,ddavis@cisco.com,Donald,Davis,888-406-5639,20003,Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.0,1225.0,15516.0,0.641,3608,56,0.514,0.073
708560733,bettylopez@google.com,Betty,Lopez,888-722-3026,40002,Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714.0,2517.0,1197.0,0.857,4715,85,0.848,0.678
717001908,bettya@microsoft.com,Betty,Anderson,800-630-1004,60002,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0.0,6936.0,0.883,2874,44,0.63,0.0
768972558,james.jackson@amazon.com,James,Jackson,213-246-9301,20005,Existing Customer,43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099.0,0.0,11099.0,0.89,3980,77,0.75,0.0
716899233,ruth.garcia@cisco.com,Ruth,Garcia,900-695-8434,90002,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0,1965.0,14022.0,0.722,4542,70,0.591,0.123
715567608,hwhite@intel.com,Helen,White,617-242-1323,80003,Existing Customer,45,F,1,High School,Unknown,Less than $40K,Blue,35,4,4,4,4406.0,1247.0,3159.0,1.037,3964,76,0.854,0.283
713264583,william.clark@apple.com,William,Clark,888-281-3687,40001,Existing Customer,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516.0,1153.0,33363.0,0.89,4486,71,0.69,0.033
716769783,lindarivera@oracle.com,Linda,Rivera,503-628-2487,80005,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,40,3,2,4,5104.0,736.0,4368.0,0.679,3943,78,0.696,0.144
719564208,nancyt@oracle.com,Nancy,Thomas,617-515-9545,50003,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0,0.0,7195.0,1.035,2751,47,1.136,0.0
716680983,nramirez@apple.com,Nancy,Ramirez,404-761-7044,50001,Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0,1053.0,903.0,0.941,4924,70,0.795,0.538
715719033,karena@amazon.com,Karen,Anderson,713-859-3525,20003,Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317.0,2517.0,800.0,0.862,3772,74,1.0,0.759
713229633,dorothy.johnson@hotmail.com,Dorothy,Johnson,212-745-4019,80002,Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759.0,0.0,2759.0,0.535,2061,47,0.424,0.0
788246958,betty.thompson@ymail.com,Betty,Thompson,415-867-7042,30005,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,36,3,1,2,6038.0,0.0,6038.0,0.666,4375,81,0.688,0.0
